Id,Name,Tier
2746,Epic Crypt,20
2747,Epic Crypt,25
2748,Epic Crypt,30
2749,Epic Crypt,35
2750,Epic Crypt,15
2751,Epic Crypt,20
2752,Epic Crypt,25
2753,Epic Crypt,30
2754,Epic Crypt,35
2755,"Can be obtained by completing personal goals in the Clash of Kingdoms tournament, and also by purchasing it in the bank.",35
2756,Can be obtained in the Jörmungandr's Invasion event,35
2757,Can be obtained in the Fenrir's Invasion event,35
2758,Can be purchased during the special sale,35
2800,Common Undead squad,36
2801,Common Elf squad,36
2802,Common Cursed squad,36
2803,Common Barbarian squad,36
2804,Common Inferno squad,37
2805,Common Undead squad,37
2806,Common Elf squad,37
2807,Common Cursed squad,37
2808,Common Barbarian squad,38
2809,Common Inferno squad,38
2810,Common Undead squad,38
2811,Common Elf squad,38
2812,Common Cursed squad,39
2813,Common Barbarian squad,39
2814,Common Inferno squad,39
2815,Common Undead squad,39
2816,Common Elf squad,40
2817,Common Cursed squad,40
2818,Common Barbarian squad,40
2819,Common Inferno squad,40
2820,Common Undead squad,41
2821,Common Elf squad,41
2822,Common Cursed squad,41
2823,Common Barbarian squad,41
2824,Common Inferno squad,42
2825,Common Undead squad,42
2826,Common Elf squad,42
2827,Common Cursed squad,42
2828,Common Barbarian squad,43
2829,Common Inferno squad,43
2830,Common Undead squad,43
2831,Common Elf squad,43
2832,Common Cursed squad,44
2833,Common Barbarian squad,44
2834,Common Inferno squad,44
2835,Common Undead squad,44
2836,Common Elf squad,45
2837,Common Cursed squad,45
2838,Common Barbarian squad,45
2839,Common Inferno squad,45
2900,Rare Undead squad,36
2901,Rare Elf squad,36
2902,Rare Cursed squad,36
2903,Rare Barbarian squad,36
2904,Rare Inferno squad,37
2905,Rare Undead squad,37
2906,Rare Elf squad,37
2907,Rare Cursed squad,37
2908,Rare Barbarian squad,38
2909,Rare Inferno squad,38
2910,Rare Undead squad,38
2911,Rare Elf squad,38
2912,Rare Cursed squad,39
2913,Rare Barbarian squad,39
2914,Rare Inferno squad,39
2915,Rare Undead squad,39
2916,Rare Elf squad,40
2917,Rare Cursed squad,40
2918,Rare Barbarian squad,40
2919,Rare Inferno squad,40
2920,Rare Undead squad,41
2921,Rare Elf squad,41
2922,Rare Cursed squad,41
2923,Rare Barbarian squad,41
2924,Rare Inferno squad,42
2925,Rare Undead squad,42
2926,Rare Elf squad,42
2927,Rare Cursed squad,42
2928,Rare Barbarian squad,43
2929,Rare Inferno squad,43
2930,Rare Undead squad,43
2931,Rare Elf squad,43
2932,Rare Cursed squad,44
2933,Rare Barbarian squad,44
2934,Rare Inferno squad,44
2935,Rare Undead squad,44
2936,Rare Elf squad,45
2937,Rare Cursed squad,45
2938,Rare Barbarian squad,45
2939,Rare Inferno squad,45
3101,Rare Crypt,5
3102,Rare Crypt,5
3201,Rare Crypt,10
3202,Rare Crypt,10
3301,Rare Crypt,15
3302,Rare Crypt,15
3401,Rare Crypt,20
3402,Rare Crypt,20
3501,Rare Crypt,25
3502,Rare Crypt,25
3511,Rare Crypt,30
3512,Rare Crypt,30
3600,Abandoned Crypt,5
3601,Abandoned Crypt,10
3602,Abandoned Crypt,15
3603,Abandoned Crypt,20
3604,Abandoned Crypt,25
3610,Abandoned Crypt,5
3611,Abandoned Crypt,10
3612,Abandoned Crypt,15
3613,Abandoned Crypt,20
3614,Abandoned Crypt,25
3620,Abandoned Crypt,5
3621,Abandoned Crypt,10
3622,Abandoned Crypt,15
3623,Abandoned Crypt,20
3624,Abandoned Crypt,25
4000,Epic Undead squad,50
4001,Epic Werebeast Cave,50
4002,Epic Inferno squad,50
4003,Shadow City,50
4004,Epic Pumpkin squad,50
4005,Epic Pumpkin squad,50
4006,Epic Frozen squad,50
4007,Epic Inferno squad,50
4008,Epic Unholy squad,50
4009,Epic Yokai squad,50
4010,Arachne's Swarm Epic squad,50
4011,Epic Jörmungandr squad,50
4012,Epic Fenrir squad,50
4020,Epic Fallen King squad,50
4100,Epic Undead squad,50
4102,Epic Inferno squad,50
4103,Shadow City,50
4107,Epic Inferno squad,50
4110,Arachne's Swarm Epic squad,50
4111,Epic Jörmungandr squad,50
4112,Epic Fenrir squad,50
4200,Bloomfang,50
4201,Forest Hermit,50
4202,Vineweaver,50
4300,Doomtree,50
5001,Сommon Pumpkin squad,1
5002,Сommon Pumpkin squad,2
5003,Сommon Pumpkin squad,3
5004,Сommon Pumpkin squad,4
5005,Сommon Pumpkin squad,5
5006,Сommon Pumpkin squad,6
5007,Сommon Pumpkin squad,7
5008,Сommon Pumpkin squad,8
5009,Сommon Pumpkin squad,9
5010,Сommon Pumpkin squad,10
5011,Сommon Pumpkin squad,11
5012,Сommon Pumpkin squad,12
5013,Сommon Pumpkin squad,13
5014,Сommon Pumpkin squad,14
5015,Сommon Pumpkin squad,15
5016,Сommon Pumpkin squad,16
5017,Сommon Pumpkin squad,17
5018,Сommon Pumpkin squad,18
5019,Сommon Pumpkin squad,19
5020,Сommon Pumpkin squad,20
5021,Сommon Pumpkin squad,21
5022,Сommon Pumpkin squad,22
5023,Сommon Pumpkin squad,23
5024,Сommon Pumpkin squad,24
5025,Сommon Pumpkin squad,25
5026,Сommon Pumpkin squad,26
5027,Сommon Pumpkin squad,27
5028,Сommon Pumpkin squad,28
5029,Сommon Pumpkin squad,29
5030,Сommon Pumpkin squad,30
5031,Сommon Pumpkin squad,31
5032,Сommon Pumpkin squad,32
5033,Сommon Pumpkin squad,33
5034,Сommon Pumpkin squad,34
5035,Сommon Pumpkin squad,35
5036,Сommon Pumpkin squad,36
5037,Сommon Pumpkin squad,37
5038,Сommon Pumpkin squad,38
5039,Сommon Pumpkin squad,39
5040,Сommon Pumpkin squad,40
5041,Сommon Pumpkin squad,41
5042,Сommon Pumpkin squad,42
5043,Сommon Pumpkin squad,43
5044,Сommon Pumpkin squad,44
5045,Сommon Pumpkin squad,45
5101,Rare Pumpkin squad,1
5102,Rare Pumpkin squad,2
5103,Rare Pumpkin squad,3
5104,Rare Pumpkin squad,4
5105,Rare Pumpkin squad,5
5106,Rare Pumpkin squad,6
5107,Rare Pumpkin squad,7
5108,Rare Pumpkin squad,8
5109,Rare Pumpkin squad,9
5110,Rare Pumpkin squad,10
5111,Rare Pumpkin squad,11
5112,Rare Pumpkin squad,12
5113,Rare Pumpkin squad,13
5114,Rare Pumpkin squad,14
5115,Rare Pumpkin squad,15
5116,Rare Pumpkin squad,16
5117,Rare Pumpkin squad,17
5118,Rare Pumpkin squad,18
5119,Rare Pumpkin squad,19
5120,Rare Pumpkin squad,20
5121,Rare Pumpkin squad,21
5122,Rare Pumpkin squad,22
5123,Rare Pumpkin squad,23
5124,Rare Pumpkin squad,24
5125,Rare Pumpkin squad,25
5126,Rare Pumpkin squad,26
5127,Rare Pumpkin squad,27
5128,Rare Pumpkin squad,28
5129,Rare Pumpkin squad,29
5130,Rare Pumpkin squad,30
5131,Rare Pumpkin squad,31
5132,Rare Pumpkin squad,32
5133,Rare Pumpkin squad,33
5134,Rare Pumpkin squad,34
5135,Rare Pumpkin squad,35
5136,Rare Pumpkin squad,36
5137,Rare Pumpkin squad,37
5138,Rare Pumpkin squad,38
5139,Rare Pumpkin squad,39
5140,Rare Pumpkin squad,40
5141,Rare Pumpkin squad,41
5142,Rare Pumpkin squad,42
5143,Rare Pumpkin squad,43
5144,Rare Pumpkin squad,44
5145,Rare Pumpkin squad,45
5201,Common Frozen squad,1
5202,Common Frozen squad,2
5203,Common Frozen squad,3
5204,Common Frozen squad,4
5205,Common Frozen squad,5
5206,Common Frozen squad,6
5207,Common Frozen squad,7
5208,Common Frozen squad,8
5209,Common Frozen squad,9
5210,Common Frozen squad,10
5211,Common Frozen squad,11
5212,Common Frozen squad,12
5213,Common Frozen squad,13
5214,Common Frozen squad,14
5215,Common Frozen squad,15
5216,Common Frozen squad,16
5217,Common Frozen squad,17
5218,Common Frozen squad,18
5219,Common Frozen squad,19
5220,Common Frozen squad,20
5221,Common Frozen squad,21
5222,Common Frozen squad,22
5223,Common Frozen squad,23
5224,Common Frozen squad,24
5225,Common Frozen squad,25
5226,Common Frozen squad,26
5227,Common Frozen squad,27
5228,Common Frozen squad,28
5229,Common Frozen squad,29
5230,Common Frozen squad,30
5231,Common Frozen squad,31
5232,Common Frozen squad,32
5233,Common Frozen squad,33
5234,Common Frozen squad,34
5235,Common Frozen squad,35
5236,Common Frozen squad,36
5237,Common Frozen squad,37
5238,Common Frozen squad,38
5239,Common Frozen squad,39
5240,Common Frozen squad,40
5241,Common Frozen squad,41
5242,Common Frozen squad,42
5243,Common Frozen squad,43
5244,Common Frozen squad,44
5245,Common Frozen squad,45
5301,Rare Frozen squad,1
5302,Rare Frozen squad,2
5303,Rare Frozen squad,3
5304,Rare Frozen squad,4
5305,Rare Frozen squad,5
5306,Rare Frozen squad,6
5307,Rare Frozen squad,7
5308,Rare Frozen squad,8
5309,Rare Frozen squad,9
5310,Rare Frozen squad,10
5311,Rare Frozen squad,11
5312,Rare Frozen squad,12
5313,Rare Frozen squad,13
5314,Rare Frozen squad,14
5315,Rare Frozen squad,15
5316,Rare Frozen squad,16
5317,Rare Frozen squad,17
5318,Rare Frozen squad,18
5319,Rare Frozen squad,19
5320,Rare Frozen squad,20
5321,Rare Frozen squad,21
5322,Rare Frozen squad,22
5323,Rare Frozen squad,23
5324,Rare Frozen squad,24
5325,Rare Frozen squad,25
5326,Rare Frozen squad,26
5327,Rare Frozen squad,27
5328,Rare Frozen squad,28
5329,Rare Frozen squad,29
5330,Rare Frozen squad,30
5331,Rare Frozen squad,31
5332,Rare Frozen squad,32
5333,Rare Frozen squad,33
5334,Rare Frozen squad,34
5335,Rare Frozen squad,35
5336,Rare Frozen squad,36
5337,Rare Frozen squad,37
5338,Rare Frozen squad,38
5339,Rare Frozen squad,39
5340,Rare Frozen squad,40
5341,Rare Frozen squad,41
5342,Rare Frozen squad,42
5343,Rare Frozen squad,43
5344,Rare Frozen squad,44
5345,Rare Frozen squad,45
5401,Common Werebeast squad,1
5402,Common Werebeast squad,2
5403,Common Werebeast squad,3
5404,Common Werebeast squad,4
5405,Common Werebeast squad,5
5406,Common Werebeast squad,6
5407,Common Werebeast squad,7
5408,Common Werebeast squad,8
5409,Common Werebeast squad,9
5410,Common Werebeast squad,10
5411,Common Werebeast squad,11
5412,Common Werebeast squad,12
5413,Common Werebeast squad,13
5414,Common Werebeast squad,14
5415,Common Werebeast squad,15
5416,Common Werebeast squad,16
5417,Common Werebeast squad,17
5418,Common Werebeast squad,18
5419,Common Werebeast squad,19
5420,Common Werebeast squad,20
5421,Common Werebeast squad,21
5422,Common Werebeast squad,22
5423,Common Werebeast squad,23
5424,Common Werebeast squad,24
5425,Common Werebeast squad,25
5426,Common Werebeast squad,26
5427,Common Werebeast squad,27
5428,Common Werebeast squad,28
5429,Common Werebeast squad,29
5430,Common Werebeast squad,30
5431,Common Werebeast squad,31
5432,Common Werebeast squad,32
5433,Common Werebeast squad,33
5434,Common Werebeast squad,34
5435,Common Werebeast squad,35
5436,Common Werebeast squad,36
5437,Common Werebeast squad,37
5438,Common Werebeast squad,38
5439,Common Werebeast squad,39
5440,Common Werebeast squad,40
5441,Common Werebeast squad,41
5442,Common Werebeast squad,42
5443,Common Werebeast squad,43
5444,Common Werebeast squad,44
5445,Common Werebeast squad,45
5501,Rare Werebeast squad,1
5502,Rare Werebeast squad,2
5503,Rare Werebeast squad,3
5504,Rare Werebeast squad,4
5505,Rare Werebeast squad,5
5506,Rare Werebeast squad,6
5507,Rare Werebeast squad,7
5508,Rare Werebeast squad,8
5509,Rare Werebeast squad,9
5510,Rare Werebeast squad,10
5511,Rare Werebeast squad,11
5512,Rare Werebeast squad,12
5513,Rare Werebeast squad,13
5514,Rare Werebeast squad,14
5515,Rare Werebeast squad,15
5516,Rare Werebeast squad,16
5517,Rare Werebeast squad,17
5518,Rare Werebeast squad,18
5519,Rare Werebeast squad,19
5520,Rare Werebeast squad,20
5521,Rare Werebeast squad,21
5522,Rare Werebeast squad,22
5523,Rare Werebeast squad,23
5524,Rare Werebeast squad,24
5525,Rare Werebeast squad,25
5526,Rare Werebeast squad,26
5527,Rare Werebeast squad,27
5528,Rare Werebeast squad,28
5529,Rare Werebeast squad,29
5530,Rare Werebeast squad,30
5531,Rare Werebeast squad,31
5532,Rare Werebeast squad,32
5533,Rare Werebeast squad,33
5534,Rare Werebeast squad,34
5535,Rare Werebeast squad,35
5536,Rare Werebeast squad,36
5537,Rare Werebeast squad,37
5538,Rare Werebeast squad,38
5539,Rare Werebeast squad,39
5540,Rare Werebeast squad,40
5541,Rare Werebeast squad,41
5542,Rare Werebeast squad,42
5543,Rare Werebeast squad,43
5544,Rare Werebeast squad,44
5545,Rare Werebeast squad,45
5601,Сommon Mummy squad,1
5602,Сommon Mummy squad,2
5603,Сommon Mummy squad,3
5604,Сommon Mummy squad,4
5605,Сommon Mummy squad,5
5606,Сommon Mummy squad,6
5607,Сommon Mummy squad,7
5608,Сommon Mummy squad,8
5609,Сommon Mummy squad,9
5610,Сommon Mummy squad,10
5611,Сommon Mummy squad,11
5612,Сommon Mummy squad,12
5613,Сommon Mummy squad,13
5614,Сommon Mummy squad,14
5615,Сommon Mummy squad,15
5616,Сommon Mummy squad,16
5617,Сommon Mummy squad,17
5618,Сommon Mummy squad,18
5619,Сommon Mummy squad,19
5620,Сommon Mummy squad,20
5621,Сommon Mummy squad,21
5622,Сommon Mummy squad,22
5623,Сommon Mummy squad,23
5624,Сommon Mummy squad,24
5625,Сommon Mummy squad,25
5626,Сommon Mummy squad,26
5627,Сommon Mummy squad,27
5628,Сommon Mummy squad,28
5629,Сommon Mummy squad,29
5630,Сommon Mummy squad,30
5631,Сommon Mummy squad,31
5632,Сommon Mummy squad,32
5633,Сommon Mummy squad,33
5634,Сommon Mummy squad,34
5635,Сommon Mummy squad,35
5636,Сommon Mummy squad,36
5637,Сommon Mummy squad,37
5638,Сommon Mummy squad,38
5639,Сommon Mummy squad,39
5640,Сommon Mummy squad,40
5641,Сommon Mummy squad,41
5642,Сommon Mummy squad,42
5643,Сommon Mummy squad,43
5644,Сommon Mummy squad,44
5645,Сommon Mummy squad,45
5701,Rare Mummy squad,1
5702,Rare Mummy squad,2
5703,Rare Mummy squad,3
5704,Rare Mummy squad,4
5705,Rare Mummy squad,5
5706,Rare Mummy squad,6
5707,Rare Mummy squad,7
5708,Rare Mummy squad,8
5709,Rare Mummy squad,9
5710,Rare Mummy squad,10
5711,Rare Mummy squad,11
5712,Rare Mummy squad,12
5713,Rare Mummy squad,13
5714,Rare Mummy squad,14
5715,Rare Mummy squad,15
5716,Rare Mummy squad,16
5717,Rare Mummy squad,17
5718,Rare Mummy squad,18
5719,Rare Mummy squad,19
5720,Rare Mummy squad,20
5721,Rare Mummy squad,21
5722,Rare Mummy squad,22
5723,Rare Mummy squad,23
5724,Rare Mummy squad,24
5725,Rare Mummy squad,25
5726,Rare Mummy squad,26
5727,Rare Mummy squad,27
5728,Rare Mummy squad,28
5729,Rare Mummy squad,29
5730,Rare Mummy squad,30
5731,Rare Mummy squad,31
5732,Rare Mummy squad,32
5733,Rare Mummy squad,33
5734,Rare Mummy squad,34
5735,Rare Mummy squad,35
5736,Rare Mummy squad,36
5737,Rare Mummy squad,37
5738,Rare Mummy squad,38
5739,Rare Mummy squad,39
5740,Rare Mummy squad,40
5741,Rare Mummy squad,41
5742,Rare Mummy squad,42
5743,Rare Mummy squad,43
5744,Rare Mummy squad,44
5745,Rare Mummy squad,45
5801,Common Unholy squad,1
5802,Common Unholy squad,2
5803,Common Unholy squad,3
5804,Common Unholy squad,4
5805,Common Unholy squad,5
5806,Common Unholy squad,6
5807,Common Unholy squad,7
5808,Common Unholy squad,8
5809,Common Unholy squad,9
5810,Common Unholy squad,10
5811,Common Unholy squad,11
5812,Common Unholy squad,12
5813,Common Unholy squad,13
5814,Common Unholy squad,14
5815,Common Unholy squad,15
5816,Common Unholy squad,16
5817,Common Unholy squad,17
5818,Common Unholy squad,18
5819,Common Unholy squad,19
5820,Common Unholy squad,20
5821,Common Unholy squad,21
5822,Common Unholy squad,22
5823,Common Unholy squad,23
5824,Common Unholy squad,24
5825,Common Unholy squad,25
5826,Common Unholy squad,26
5827,Common Unholy squad,27
5828,Common Unholy squad,28
5829,Common Unholy squad,29
5830,Common Unholy squad,30
5831,Common Unholy squad,31
5832,Common Unholy squad,32
5833,Common Unholy squad,33
5834,Common Unholy squad,34
5835,Common Unholy squad,35
5836,Common Unholy squad,36
5837,Common Unholy squad,37
5838,Common Unholy squad,38
5839,Common Unholy squad,39
5840,Common Unholy squad,40
5841,Common Unholy squad,41
5842,Common Unholy squad,42
5843,Common Unholy squad,43
5844,Common Unholy squad,44
5845,Common Unholy squad,45
5901,Rare Unholy squad,1
5902,Rare Unholy squad,2
5903,Rare Unholy squad,3
5904,Rare Unholy squad,4
5905,Rare Unholy squad,5
5906,Rare Unholy squad,6
5907,Rare Unholy squad,7
5908,Rare Unholy squad,8
5909,Rare Unholy squad,9
5910,Rare Unholy squad,10
5911,Rare Unholy squad,11
5912,Rare Unholy squad,12
5913,Rare Unholy squad,13
5914,Rare Unholy squad,14
5915,Rare Unholy squad,15
5916,Rare Unholy squad,16
5917,Rare Unholy squad,17
5918,Rare Unholy squad,18
5919,Rare Unholy squad,19
5920,Rare Unholy squad,20
5921,Rare Unholy squad,21
5922,Rare Unholy squad,22
5923,Rare Unholy squad,23
5924,Rare Unholy squad,24
5925,Rare Unholy squad,25
5926,Rare Unholy squad,26
5927,Rare Unholy squad,27
5928,Rare Unholy squad,28
5929,Rare Unholy squad,29
5930,Rare Unholy squad,30
5931,Rare Unholy squad,31
5932,Rare Unholy squad,32
5933,Rare Unholy squad,33
5934,Rare Unholy squad,34
5935,Rare Unholy squad,35
5936,Rare Unholy squad,36
5937,Rare Unholy squad,37
5938,Rare Unholy squad,38
5939,Rare Unholy squad,39
5940,Rare Unholy squad,40
5941,Rare Unholy squad,41
5942,Rare Unholy squad,42
5943,Rare Unholy squad,43
5944,Rare Unholy squad,44
5945,Rare Unholy squad,45
6000,Epic Ancient squad,1
6001,Epic Ancient squad,2
6002,Epic Ancient squad,3
6003,Epic Ancient squad,4
6004,Epic Ancient squad,5
6005,Epic Ancient squad,6
6006,Epic Ancient squad,7
6007,Epic Ancient squad,8
6008,Epic Ancient squad,9
6009,Epic Ancient squad,10
6010,Epic Ancient squad,11
6011,Epic Ancient squad,12
6012,Epic Ancient squad,13
6013,Epic Ancient squad,14
6014,Epic Ancient squad,15
6015,Epic Ancient squad,16
6016,Epic Ancient squad,17
6017,Epic Ancient squad,18
6018,Epic Ancient squad,19
6019,Epic Ancient squad,20
6020,Epic Ancient squad,21
6021,Epic Ancient squad,22
6022,Epic Ancient squad,23
6023,Epic Ancient squad,24
6024,Epic Ancient squad,25
6025,Epic Ancient squad,26
6026,Epic Ancient squad,27
6027,Epic Ancient squad,28
6028,Epic Ancient squad,29
6029,Epic Ancient squad,30
6030,Epic Ancient squad,31
6031,Epic Ancient squad,32
6032,Epic Ancient squad,33
6033,Epic Ancient squad,34
6034,Epic Ancient squad,35
6035,Epic Ancient squad,36
6036,Epic Ancient squad,37
6037,Epic Ancient squad,38
6038,Epic Ancient squad,39
6039,Epic Ancient squad,40
6040,Epic Ancient squad,41
6041,Epic Ancient squad,42
6042,Epic Ancient squad,43
6043,Epic Ancient squad,44
6044,Epic Ancient squad,45
6045,Epic Ancient squad,46
6046,Epic Ancient squad,47
6047,Epic Ancient squad,48
6048,Epic Ancient squad,49
6049,Epic Ancient squad,50
6050,Epic Ancient squad,51
6051,Epic Ancient squad,52
6052,Epic Ancient squad,53
6053,Epic Ancient squad,54
6054,Epic Ancient squad,55
6055,Epic Ancient squad,56
6056,Epic Ancient squad,57
6057,Epic Ancient squad,58
6058,Epic Ancient squad,59
6059,Epic Ancient squad,60
6060,Epic Ancient squad,61
6061,Epic Ancient squad,62
6062,Epic Ancient squad,63
6063,Epic Ancient squad,64
6064,Epic Ancient squad,65
6065,Epic Ancient squad,66
6066,Epic Ancient squad,67
6067,Epic Ancient squad,68
6068,Epic Ancient squad,69
6069,Epic Ancient squad,70
6070,Epic Ancient squad,71
6071,Epic Ancient squad,72
6072,Epic Ancient squad,73
6073,Epic Ancient squad,74
6074,Epic Ancient squad,75
6075,Epic Ancient squad,76
6076,Epic Ancient squad,77
6077,Epic Ancient squad,78
6078,Epic Ancient squad,79
6079,Epic Ancient squad,80
6080,Epic Ancient squad,81
6081,Epic Ancient squad,82
6082,Epic Ancient squad,83
6083,Epic Ancient squad,84
6084,Epic Ancient squad,85
6085,Epic Ancient squad,86
6086,Epic Ancient squad,87
6087,Epic Ancient squad,88
6088,Epic Ancient squad,89
6089,Epic Ancient squad,90
6090,Epic Ancient squad,91
6091,Epic Ancient squad,92
6092,Epic Ancient squad,93
6093,Epic Ancient squad,94
6094,Epic Ancient squad,95
6095,Epic Ancient squad,96
6096,Epic Ancient squad,97
6097,Epic Ancient squad,98
6098,Epic Ancient squad,99
6099,Epic Ancient squad,100
6100,Epic Ancient squad,101
6101,Epic Ancient squad,102
6102,Epic Ancient squad,103
6103,Epic Ancient squad,104
6104,Epic Ancient squad,105
6105,Epic Ancient squad,106
6106,Epic Ancient squad,107
6107,Epic Ancient squad,108
6108,Epic Ancient squad,109
6109,Epic Ancient squad,110
6110,Epic Ancient squad,111
6111,Epic Ancient squad,112
6112,Epic Ancient squad,113
6113,Epic Ancient squad,114
6114,Epic Ancient squad,115
6115,Epic Ancient squad,116
6116,Epic Ancient squad,117
6117,Epic Ancient squad,118
6118,Epic Ancient squad,119
6119,Epic Ancient squad,120
6120,Epic Ancient squad,121
6121,Epic Ancient squad,122
6122,Epic Ancient squad,123
6123,Epic Ancient squad,124
6124,Epic Ancient squad,125
6125,Epic Ancient squad,126
6126,Epic Ancient squad,127
6127,Epic Ancient squad,128
6128,Epic Ancient squad,129
6129,Epic Ancient squad,130
6130,Epic Ancient squad,131
6131,Epic Ancient squad,132
6132,Epic Ancient squad,133
6133,Epic Ancient squad,134
6134,Epic Ancient squad,135
6135,Epic Ancient squad,136
6136,Epic Ancient squad,137
6137,Epic Ancient squad,138
6138,Epic Ancient squad,139
6139,Epic Ancient squad,140
6140,Epic Ancient squad,141
6141,Epic Ancient squad,142
6142,Epic Ancient squad,143
6143,Epic Ancient squad,144
6144,Epic Ancient squad,145
6145,Epic Ancient squad,146
6146,Epic Ancient squad,147
6147,Epic Ancient squad,148
6148,Epic Ancient squad,149
6149,Epic Ancient squad,150
6150,Epic Ancient squad,151
6151,Epic Ancient squad,152
6152,Epic Ancient squad,153
6153,Epic Ancient squad,154
6154,Epic Ancient squad,155
6155,Epic Ancient squad,156
6156,Epic Ancient squad,157
6157,Epic Ancient squad,158
6158,Epic Ancient squad,159
6159,Epic Ancient squad,160
6160,Epic Ancient squad,161
6161,Epic Ancient squad,162
6162,Epic Ancient squad,163
6163,Epic Ancient squad,164
6164,Epic Ancient squad,165
6165,Epic Ancient squad,166
6166,Epic Ancient squad,167
6167,Epic Ancient squad,168
6168,Epic Ancient squad,169
6169,Epic Ancient squad,170
6170,Epic Ancient squad,171
6171,Epic Ancient squad,172
6172,Epic Ancient squad,173
6173,Epic Ancient squad,174
6174,Epic Ancient squad,175
6175,Epic Ancient squad,176
6176,Epic Ancient squad,177
6177,Epic Ancient squad,178
6178,Epic Ancient squad,179
6179,Epic Ancient squad,180
6180,Epic Ancient squad,181
6181,Epic Ancient squad,182
6182,Epic Ancient squad,183
6183,Epic Ancient squad,184
6184,Epic Ancient squad,185
6185,Epic Ancient squad,186
6186,Epic Ancient squad,187
6187,Epic Ancient squad,188
6188,Epic Ancient squad,189
6189,Epic Ancient squad,190
6190,Epic Ancient squad,191
6191,Epic Ancient squad,192
6192,Epic Ancient squad,193
6193,Epic Ancient squad,194
6194,Epic Ancient squad,195
6195,Epic Ancient squad,196
6196,Epic Ancient squad,197
6197,Epic Ancient squad,198
6198,Epic Ancient squad,199
6199,Epic Ancient squad,200
6200,Epic Ancient squad,201
6201,Epic Ancient squad,202
6202,Epic Ancient squad,203
6203,Epic Ancient squad,204
6204,Epic Ancient squad,205
6205,Epic Ancient squad,206
6206,Epic Ancient squad,207
6207,Epic Ancient squad,208
6208,Epic Ancient squad,209
6209,Epic Ancient squad,210
6210,Epic Ancient squad,211
6211,Epic Ancient squad,212
6212,Epic Ancient squad,213
6213,Epic Ancient squad,214
6214,Epic Ancient squad,215
6215,Epic Ancient squad,216
6216,Epic Ancient squad,217
6217,Epic Ancient squad,218
6218,Epic Ancient squad,219
6219,Epic Ancient squad,220
6220,Epic Ancient squad,221
6221,Epic Ancient squad,222
6222,Epic Ancient squad,223
6223,Epic Ancient squad,224
6224,Epic Ancient squad,225
6225,Epic Ancient squad,226
6226,Epic Ancient squad,227
6227,Epic Ancient squad,228
6228,Epic Ancient squad,229
6229,Epic Ancient squad,230
6230,Epic Ancient squad,231
6231,Epic Ancient squad,232
6232,Epic Ancient squad,233
6233,Epic Ancient squad,234
6234,Epic Ancient squad,235
6235,Epic Ancient squad,236
6236,Epic Ancient squad,237
6237,Epic Ancient squad,238
6238,Epic Ancient squad,239
6239,Epic Ancient squad,240
6240,Epic Ancient squad,241
6241,Epic Ancient squad,242
6242,Epic Ancient squad,243
6243,Epic Ancient squad,244
6244,Epic Ancient squad,245
6245,Epic Ancient squad,246
6246,Epic Ancient squad,247
6247,Epic Ancient squad,248
6248,Epic Ancient squad,249
6249,Epic Ancient squad,250
7000,Epic Ancient squad,1
7001,Epic Ancient squad,2
7002,Epic Ancient squad,3
7003,Epic Ancient squad,4
7004,Epic Ancient squad,5
7005,Epic Ancient squad,6
7006,Epic Ancient squad,7
7007,Epic Ancient squad,8
7008,Epic Ancient squad,9
7009,Epic Ancient squad,10
7010,Epic Ancient squad,11
7011,Epic Ancient squad,12
7012,Epic Ancient squad,13
7013,Epic Ancient squad,14
7014,Epic Ancient squad,15
7015,Epic Ancient squad,16
7016,Epic Ancient squad,17
7017,Epic Ancient squad,18
7018,Epic Ancient squad,19
7019,Epic Ancient squad,20
7020,Epic Ancient squad,21
7021,Epic Ancient squad,22
7022,Epic Ancient squad,23
7023,Epic Ancient squad,24
7024,Epic Ancient squad,25
7025,Epic Ancient squad,26
7026,Epic Ancient squad,27
7027,Epic Ancient squad,28
7028,Epic Ancient squad,29
7029,Epic Ancient squad,30
7030,Epic Ancient squad,31
7031,Epic Ancient squad,32
7032,Epic Ancient squad,33
7033,Epic Ancient squad,34
7034,Epic Ancient squad,35
7035,Epic Ancient squad,36
7036,Epic Ancient squad,37
7037,Epic Ancient squad,38
7038,Epic Ancient squad,39
7039,Epic Ancient squad,40
7040,Epic Ancient squad,41
7041,Epic Ancient squad,42
7042,Epic Ancient squad,43
7043,Epic Ancient squad,44
7044,Epic Ancient squad,45
7045,Epic Ancient squad,46
7046,Epic Ancient squad,47
7047,Epic Ancient squad,48
7048,Epic Ancient squad,49
7049,Epic Ancient squad,50
7050,Epic Ancient squad,51
7051,Epic Ancient squad,52
7052,Epic Ancient squad,53
7053,Epic Ancient squad,54
7054,Epic Ancient squad,55
7055,Epic Ancient squad,56
7056,Epic Ancient squad,57
7057,Epic Ancient squad,58
7058,Epic Ancient squad,59
7059,Epic Ancient squad,60
7060,Epic Ancient squad,61
7061,Epic Ancient squad,62
7062,Epic Ancient squad,63
7063,Epic Ancient squad,64
7064,Epic Ancient squad,65
7065,Epic Ancient squad,66
7066,Epic Ancient squad,67
7067,Epic Ancient squad,68
7068,Epic Ancient squad,69
7069,Epic Ancient squad,70
7070,Epic Ancient squad,71
7071,Epic Ancient squad,72
7072,Epic Ancient squad,73
7073,Epic Ancient squad,74
7074,Epic Ancient squad,75
